Date,Open,High,Low,Close,Adj Close,Volume
04-05-2017,557.599976,557.599976,548.200012,549.950012,540.803101,1271612
05-05-2017,549,554.400024,544.150024,549.950012,540.803101,560799
08-05-2017,549.950012,554.799988,546.5,551.549988,542.376465,302450
09-05-2017,552,554,545.049988,552.950012,543.753174,652189
10-05-2017,552.849976,562.549988,551.25,561.049988,551.718445,718502
11-05-2017,562.450012,565,558.299988,561.950012,552.603516,566621
12-05-2017,560.099976,569.849976,557.150024,567.950012,558.503784,725246
15-05-2017,567,572.450012,561,569,559.536255,606569
16-05-2017,566.650024,570,564,565.599976,556.19281,330195
17-05-2017,565.099976,566,560.049988,562.349976,552.996826,895238
18-05-2017,559.299988,564.950012,556.799988,560.099976,550.784241,2155599
19-05-2017,561.299988,566.650024,558.650024,564.950012,555.553589,685662
22-05-2017,567,567.700012,553.099976,563.099976,553.734314,948063
23-05-2017,558.599976,558.799988,531.25,533.200012,524.331665,1225772
24-05-2017,531,536.349976,514,519.650024,511.007111,1340656
25-05-2017,522,525,496.399994,504,495.61734,4378940
26-05-2017,483,504.75,480.200012,488.899994,480.768494,7010307
29-05-2017,492,507.5,488.899994,505.350006,496.944885,4118338
30-05-2017,504.799988,517.599976,501.399994,510.5,502.009247,1047968
31-05-2017,514.799988,520.099976,505,516.349976,507.761871,1366315
01-06-2017,519.700012,529.900024,513.049988,515.549988,506.97522,1433241
02-06-2017,517.700012,533.900024,517.700012,530.049988,521.23407,2152367
05-06-2017,531.299988,536.700012,528,534.799988,525.905029,802335
06-06-2017,537.700012,539.549988,522.349976,534.650024,525.757568,765557
07-06-2017,536.400024,543.450012,530.700012,540.200012,531.215271,719071
08-06-2017,538.75,554.700012,537.099976,550.150024,540.999756,1396596
09-06-2017,554.5,555.799988,545.25,551.099976,541.93396,867969
12-06-2017,549,555.200012,544.549988,553.349976,544.146484,910344
13-06-2017,553.349976,555,546.549988,551.549988,542.376465,946713
14-06-2017,551.5,554.5,536.349976,539.900024,530.920227,1176535
15-06-2017,539.700012,550.900024,537.049988,549.450012,540.311462,826366
16-06-2017,548,551.950012,535.049988,536.75,527.822632,1127326
19-06-2017,537.099976,542.5,524,539.75,530.772766,1723168
20-06-2017,539.75,549.5,536,547.849976,538.738037,774728
21-06-2017,544.5,546,535.200012,541,532.001953,784293
22-06-2017,540,545.549988,539.049988,540.150024,531.166138,750732
23-06-2017,540.900024,544,538.299988,541.150024,532.149536,603986
27-06-2017,542.5,551.599976,533.099976,534.650024,525.757568,1038604
28-06-2017,535.400024,538.650024,531,536.849976,527.920959,601643
29-06-2017,538.450012,546.950012,534.25,543.75,534.706177,1252382
30-06-2017,545,558.900024,542.5,555.599976,546.359131,830751
03-07-2017,559,559.900024,548.849976,551.849976,542.671387,490390
04-07-2017,557.700012,558,543.299988,545.049988,535.984619,559358
05-07-2017,546.099976,547.799988,541.450012,545.900024,536.820496,833105
06-07-2017,546.349976,547.900024,540.099976,542.849976,533.821167,556426
07-07-2017,542.599976,552,541.5,547.150024,538.049683,893680
10-07-2017,560,560,546.099976,549.200012,540.065552,123363
11-07-2017,550.5,552.650024,536.049988,538.450012,529.494324,1526837
12-07-2017,539.450012,543.5,537,539.950012,530.969421,1039208
13-07-2017,540.200012,544.450012,538.849976,543.650024,534.607849,694180
14-07-2017,544.25,551.150024,540.849976,548.049988,538.934631,960041
17-07-2017,549,559,546.700012,556.5,547.244141,692893
18-07-2017,558,567,555.099976,559.75,550.440125,1319574
19-07-2017,560.200012,569.450012,560.200012,568.25,558.798706,761444
20-07-2017,569,577,562.650024,571.900024,562.388,1090882
21-07-2017,570,570,560.150024,566.200012,556.782837,672906
24-07-2017,564,575.5,562.099976,569.75,560.273804,873677
25-07-2017,571,571.400024,562.400024,564.400024,555.012817,510032
26-07-2017,564.700012,577.450012,563.5,575.450012,567.891357,864728
27-07-2017,573.700012,579.400024,565,568.700012,561.230042,1853099
28-07-2017,566.75,570.900024,556.5,566.099976,558.664185,907951
31-07-2017,567.549988,568.950012,556.799988,560.099976,552.742981,753415
01-08-2017,560.099976,565.900024,558.5,562.450012,555.062134,712732
02-08-2017,562.849976,570.900024,560,568.549988,561.08197,664681
03-08-2017,568.549988,575,553.799988,557.150024,549.831726,1065451
04-08-2017,551.900024,571.700012,543.049988,568.700012,561.230042,1004233
07-08-2017,566.5,571.099976,553,566.5,559.058899,769606
08-08-2017,560.799988,580,560.799988,578.599976,571,1367344
09-08-2017,581,581,557.25,561.849976,554.46991,1801630
10-08-2017,560,569.849976,541.5,548.200012,540.999329,1217416
11-08-2017,545,563.700012,525.450012,541.400024,534.288635,4337214
14-08-2017,560,576,552.099976,570.049988,562.562256,4029605
16-08-2017,569.5,593.700012,561.049988,590.450012,582.694336,1838012
17-08-2017,593.400024,594,569.900024,573.200012,565.670959,1422631
18-08-2017,573.400024,575.799988,560.200012,565.299988,557.874695,1680225
21-08-2017,566.900024,570,555.150024,561.75,554.371338,1222907
22-08-2017,562.049988,567.650024,558,559.25,551.904114,848353
23-08-2017,561.700012,565,556.650024,559.150024,551.805481,848822
24-08-2017,559,575.75,557.299988,574.049988,566.509766,1866440
28-08-2017,575.5,581,570.549988,574.099976,566.559082,905222
29-08-2017,570.549988,574.049988,564.5,568.900024,561.427429,608351
30-08-2017,574,576,565.5,566.349976,558.910828,596376
31-08-2017,570,578,562,571.900024,564.388062,1908728
01-09-2017,573,577.349976,565.099976,568.400024,560.934021,891591
04-09-2017,574.5,577,557.549988,561.700012,554.322021,1731377
05-09-2017,564.700012,565.849976,556.900024,559.599976,552.249512,928770
06-09-2017,558.900024,560.599976,553.849976,558.299988,550.966614,581901
07-09-2017,560,561,551.299988,554.200012,546.920471,885205
08-09-2017,554.5,558,549.150024,552,544.74939,775272
11-09-2017,555.099976,558.150024,550,553.849976,546.575012,523800
12-09-2017,554.400024,562.799988,543.349976,560.5,553.137695,1330724
13-09-2017,556,562.099976,552.549988,554.400024,547.117859,1159840
14-09-2017,556,567.299988,555.450012,565.950012,558.516174,1600717
15-09-2017,564.849976,565.75,556.549988,561.400024,554.02594,926019
18-09-2017,563.200012,572.150024,560.650024,570.700012,563.203735,649831
19-09-2017,571.700012,574.5,564.5,573.400024,565.868286,675306
20-09-2017,572.5,573.799988,565.200012,569.700012,562.216919,759531
21-09-2017,570.049988,594,570.049988,591.900024,584.125305,3102522
22-09-2017,591.900024,600,582.450012,585.349976,577.661316,4003845
25-09-2017,581.900024,594.400024,564.349976,577.200012,569.618347,2389495
26-09-2017,582,582,570,579,571.394714,978323
27-09-2017,579.599976,580.700012,563,570.099976,562.611572,561243
28-09-2017,565,589,564.150024,582.650024,574.996826,2993535
29-09-2017,580,592,577.75,586.099976,578.401428,1021610
03-10-2017,590.099976,592.75,575.5,578.900024,571.296082,522462
04-10-2017,579.900024,587.400024,579.299988,581.049988,573.417786,631463
05-10-2017,583,590,579.049988,585.349976,577.661316,647977
06-10-2017,586.099976,589.200012,582.849976,585.400024,577.710693,462656
09-10-2017,584.900024,595.5,578.5,585.549988,577.858643,1116280
10-10-2017,590,593.450012,585.549988,590.150024,582.398254,741493
11-10-2017,591,594,579.549988,586.150024,578.450867,1053561
12-10-2017,589.450012,593.349976,580.299988,589.650024,581.904846,751507
13-10-2017,590.299988,598.25,588.299988,592.849976,585.062805,936015
16-10-2017,595,608.900024,594.299988,606.75,598.780273,1716771
17-10-2017,606,635.900024,602,632.099976,623.79718,2563968
18-10-2017,631,631,609,611,602.974365,1185323
19-10-2017,613.950012,613.950012,602.049988,607.799988,599.816406,151609
23-10-2017,613,619.450012,589.5,592.900024,585.112183,1413195
24-10-2017,600.299988,600.650024,591.299988,595.049988,587.233948,1138645
25-10-2017,599,604,589.5,592.650024,584.865479,991374
26-10-2017,595.400024,616.799988,592.549988,611.5,603.467834,2002276
27-10-2017,625,629.799988,616.200012,625.049988,616.839844,2198491
30-10-2017,623.25,630,614.549988,626.049988,617.82666,1045267
31-10-2017,629,634.900024,621.599976,627.599976,619.356384,1522851
01-11-2017,628.25,633.349976,621.150024,626.75,618.517517,1359809
02-11-2017,626.400024,642.799988,625.150024,636,627.645996,2058898
03-11-2017,640,648.150024,629.549988,640.099976,631.692139,1722647
06-11-2017,637.099976,661,636.900024,654.799988,646.199097,2195805
07-11-2017,663.400024,663.400024,602,607.549988,599.569702,7331364
08-11-2017,624.849976,637.799988,620,622.599976,614.421997,5570213
09-11-2017,624,628,611.599976,614.549988,606.477722,1809019
10-11-2017,617.5,621.5,603.650024,609.299988,601.296753,1400233
13-11-2017,610.299988,611.299988,595.700012,602.099976,594.191284,1109147
14-11-2017,598,613.299988,598,602.450012,594.536682,1498244
15-11-2017,602.650024,607.950012,590.200012,593.650024,585.852295,1171698
16-11-2017,595.349976,599.450012,590,592.849976,585.062805,1228065
17-11-2017,607,614.900024,600.650024,608.549988,600.55658,1448847
20-11-2017,605.549988,608,596.099976,604.25,596.313049,1609788
21-11-2017,607,624,607,616.099976,608.007446,2222545
22-11-2017,616.900024,625.700012,614,619.25,611.116028,2014698
23-11-2017,619.25,625.200012,615,617.599976,609.487671,792383
24-11-2017,619.5,623.900024,613.25,615.700012,607.612671,1118354
27-11-2017,617,619.900024,611.049988,614.799988,606.724548,1388114
28-11-2017,616,621.700012,609.799988,611.799988,603.763855,1486189
29-11-2017,615,619.400024,605.25,607.900024,599.915161,1465289
30-11-2017,605,607.849976,597.049988,600.900024,593.007141,1612910
01-12-2017,604.5,606,593.700012,598.099976,590.243774,747562
04-12-2017,599.299988,602.799988,588.799988,596.700012,588.862244,660077
05-12-2017,595,599.849976,591.75,596.450012,588.61554,979009
06-12-2017,595.799988,603.799988,594.5,596.450012,588.61554,919271
07-12-2017,598,600,588.299988,593.450012,585.654968,752359
08-12-2017,595,607,592.450012,603.099976,595.178162,606123
11-12-2017,612,612.950012,597.200012,603.650024,595.721008,850998
12-12-2017,604.700012,606,590,591.650024,583.878662,762200
13-12-2017,591.5,598.150024,576.349976,578.150024,570.555908,1197264
14-12-2017,580,593.700012,575.099976,590.450012,582.694336,1428906
15-12-2017,597,597,573.200012,576.450012,568.878296,4312419
18-12-2017,578.400024,594.900024,571.650024,591.650024,583.878662,2379562
19-12-2017,592.450012,605.700012,592.450012,603.900024,595.967651,1474696
20-12-2017,605.700012,611,597.75,600.650024,592.760315,1068145
21-12-2017,602.950012,608.700012,596,599.799988,591.921509,1274585
22-12-2017,603,604,598.849976,601.200012,593.303162,668806
26-12-2017,604.049988,614.900024,596.099976,611.75,603.7146,1239536
27-12-2017,613,623.75,610.200012,612.650024,604.602722,1765029
28-12-2017,614,616.150024,603.200012,606.049988,598.089355,1428319
29-12-2017,606.150024,611.900024,604.099976,608.5,600.507263,702774
01-01-2018,608,617.849976,607,611.5,603.467834,873546
02-01-2018,614.200012,619,605.5,607.799988,599.816406,1038258
03-01-2018,611,613.900024,604.549988,606.799988,598.82959,771828
04-01-2018,609.450012,618.400024,603.450012,616.75,608.648865,990602
05-01-2018,617,619.849976,611.099976,615.150024,607.069946,1072254
08-01-2018,618.5,627.5,612.200012,615.049988,606.971191,1061612
09-01-2018,617,618.650024,610.650024,615.599976,607.513916,846158
10-01-2018,616,624.150024,612.849976,619.75,611.609497,1207313
11-01-2018,619,619,609.099976,612.349976,604.30658,1092456
12-01-2018,614,618.400024,603.099976,612.099976,604.059937,891848
15-01-2018,612.5,615.5,608.200012,610.25,602.234253,470386
16-01-2018,610.150024,613.5,599,601.400024,593.500549,1088762
17-01-2018,601.049988,610.599976,597.049988,607.150024,599.174988,883340
18-01-2018,608.099976,612.950012,598.25,603.650024,595.721008,1028921
19-01-2018,603.650024,605.099976,600.150024,602.75,594.832764,818518
22-01-2018,604.400024,605,593.099976,601.150024,593.253784,933769
23-01-2018,602.5,625,600.299988,622.349976,614.175293,2105060
24-01-2018,621.950012,623.75,612.900024,618.299988,610.178528,1089562
25-01-2018,618.150024,631,613.700012,621.400024,613.237793,2973765
29-01-2018,624.950012,628.400024,611.099976,615,606.921875,1564268
30-01-2018,613,613.099976,603.200012,605.950012,597.990784,596682
31-01-2018,608,608.5,590,592.150024,584.372009,1264055
01-02-2018,591.900024,597,580.200012,587.049988,579.338989,1050098
02-02-2018,586,593.900024,575.099976,581.150024,573.516541,998752
05-02-2018,576,582.099976,571.200012,580.099976,572.480225,797017
06-02-2018,561,572,558.049988,564.25,556.83844,1284112
07-02-2018,578.5,579.900024,554.200012,569.25,561.772827,3161498
08-02-2018,584,617.150024,580.150024,612.650024,604.602722,8349913
09-02-2018,595,626,595,621.400024,613.237793,2373799
12-02-2018,629.349976,635,618.849976,621.650024,613.484497,1957424
14-02-2018,622.099976,630.299988,611.5,616.150024,608.056824,1306512
15-02-2018,613.25,621.450012,602.950012,605.849976,597.892029,1391858
16-02-2018,611.299988,613.950012,605.5,611.099976,603.073059,906025
19-02-2018,612,612.150024,594.349976,600.400024,592.513672,1216005
20-02-2018,603.450012,606.099976,592,603.450012,595.52356,1599249
21-02-2018,607,607.75,589.25,597.25,589.405029,1409752
22-02-2018,595,597.25,586.599976,589.650024,581.904846,1859008
23-02-2018,591.799988,605,590,595.650024,587.82605,1576584
26-02-2018,596.25,598.299988,588.75,590.099976,582.348877,1417465
27-02-2018,591.700012,598.900024,583.099976,586.5,578.796204,1349590
28-02-2018,590,596.599976,587.099976,589.650024,581.904846,2255189
01-03-2018,593.900024,593.900024,580.400024,581.700012,574.059265,1343806
05-03-2018,582.099976,585,578.049988,579.25,571.641418,1179725
06-03-2018,581.599976,589.400024,580.049988,584.099976,576.427673,1891302
07-03-2018,587.450012,589.099976,578.200012,580.200012,572.578979,1849650
08-03-2018,584,584,574,578,570.407837,1084582
09-03-2018,579.950012,585.200012,568.049988,571.049988,563.549133,1149194
12-03-2018,575.049988,582.200012,563.549988,580.650024,573.023071,919792
13-03-2018,579,582.900024,575.150024,578.75,571.14801,801792
14-03-2018,578.349976,583.799988,571.650024,577.900024,570.309204,811747
15-03-2018,578,579.599976,569,571.150024,563.647827,849222
16-03-2018,570.099976,574,557.049988,559.400024,552.052185,1867538
19-03-2018,563.650024,566.900024,555.400024,559.75,552.397522,1447941
20-03-2018,555.099976,561.849976,522.900024,552.900024,545.637573,9119209
21-03-2018,558.5,567.450012,546.400024,551.049988,543.811829,3091963
22-03-2018,551.900024,555,538.150024,540.75,533.647156,1506405
23-03-2018,539,540.700012,534,538.400024,531.328064,1203262
26-03-2018,538.150024,544.599976,532.950012,541.799988,534.68335,1105319
27-03-2018,541,549,541,545.049988,537.890686,2206872
28-03-2018,544,548.799988,534,545.450012,538.2854,2667979
02-04-2018,548,578.950012,545.900024,576.25,568.680847,2823880
03-04-2018,572,578.349976,568.799988,570.299988,562.80896,2493190
04-04-2018,572.349976,575.450012,564.5,569.799988,562.315552,1852997
05-04-2018,574,578.549988,558.349976,560.349976,552.989685,2396864
06-04-2018,560.299988,571,557.25,558.950012,551.608154,2420324
09-04-2018,565.900024,565.900024,555.5,556.75,549.437012,1470765
10-04-2018,558,567,556.599976,558.150024,550.818665,1591682
11-04-2018,560.700012,564,558.5,561.5,554.124573,1789789
12-04-2018,562.900024,562.950012,554.799988,556.150024,548.844849,1309557
13-04-2018,557.549988,561.150024,552.549988,555.5,548.20343,1019158
16-04-2018,553.049988,587.799988,553.049988,584.950012,577.266602,6741354
17-04-2018,585.549988,588.349976,575.700012,579.950012,572.332275,2688507
18-04-2018,582,597,582,584.599976,576.921143,3853951
19-04-2018,584.25,592,583.049988,584.400024,576.723877,1525419
20-04-2018,582.349976,593.400024,581.5,589.049988,581.312622,1641179
23-04-2018,576,601.75,576,600.150024,592.266907,3016500
24-04-2018,601,604.900024,595.099976,601.900024,593.993958,2782988
25-04-2018,600.5,600.5,586.200012,593.049988,585.260132,1125208
26-04-2018,591,602.900024,590.549988,599.950012,592.06958,1503008
27-04-2018,602,607,593,599.849976,591.970825,1031376
30-04-2018,602.200012,609,602,607.400024,599.421692,687828
02-05-2018,610,621.900024,608.950012,612,603.961243,1862999
03-05-2018,613,613.099976,597,609.299988,601.296753,999887
04-05-2018,612.099976,612.450012,595.5,597,589.158325,925559
07-05-2018,598.599976,600.099976,585,591.049988,583.286438,1046885
08-05-2018,592.400024,601.950012,586.549988,590.650024,582.891724,1039491
09-05-2018,591.400024,596,585.549988,588,580.27655,652527
10-05-2018,594,594.599976,572.5,575.5,567.940735,2163326
11-05-2018,577.049988,580.75,565.099976,573.700012,566.164368,921890
14-05-2018,575,580.5,570.849976,578.5,570.901245,888370
15-05-2018,579.799988,593,573.099976,575.799988,568.236755,2049528
16-05-2018,575,575,546,559.900024,552.545654,4071898
17-05-2018,557.900024,560,538.799988,553.75,546.476318,3719963
18-05-2018,555,556,530,533.049988,526.04834,1708157
21-05-2018,531.650024,536.799988,516,520.450012,513.613831,2013336
22-05-2018,524.799988,531.099976,507.200012,524,517.117188,3080285
23-05-2018,515,564.900024,515,532.400024,525.40686,7413823
24-05-2018,536.5,544.549988,530,533.5,526.492371,1925524
25-05-2018,538.849976,538.849976,527.5,536.650024,529.601074,1525355
28-05-2018,534,548.299988,534,539.5,532.413513,1460566
29-05-2018,539.099976,542.599976,527.700012,530.599976,523.630371,2656979
30-05-2018,529.099976,529.099976,519.549988,525.599976,518.696167,2156315
31-05-2018,528.599976,533.650024,521.049988,524.799988,517.906616,3539206
01-06-2018,526.950012,530.75,521.049988,524.5,517.610596,1625446
04-06-2018,527.5,529,517.150024,520.700012,513.860474,1247023
05-06-2018,520.299988,544.75,517.700012,542.099976,534.97937,3398337
06-06-2018,542.099976,548,533.400024,538.450012,531.37738,2909756
07-06-2018,541.950012,542.549988,537.200012,540.700012,533.597839,1119973
08-06-2018,541.799988,562,538.75,559.650024,552.298889,4815940
11-06-2018,560,570,559,560.799988,553.433777,3113604
12-06-2018,561.900024,573,561,567.099976,559.651062,3234303
13-06-2018,569.950012,593.5,569.950012,582.099976,574.454041,4657712
14-06-2018,588.950012,592.900024,583.5,588.049988,580.325867,3244655
15-06-2018,590,614.549988,589.799988,611.599976,603.566528,7125922
18-06-2018,612,618.799988,600.299988,606.5,598.533447,2518169
19-06-2018,606.25,610.450012,598.200012,601.849976,593.94458,2992184
20-06-2018,613,622.75,600.349976,602.849976,594.931396,9121187
21-06-2018,608.799988,609.700012,602,603.5,595.572937,3052143
22-06-2018,604,618.049988,595.25,615.75,607.661987,3245849
25-06-2018,615.099976,622.549988,608,611.400024,603.369202,3253606
26-06-2018,606,608.700012,597.25,599.5,591.625427,2323337
27-06-2018,602.5,606.950012,593,602.299988,594.388672,2520918
28-06-2018,604.5,609.900024,596,600.900024,593.007141,4173735
29-06-2018,601.5,619.900024,599.900024,616.650024,608.550232,1525608
02-07-2018,620,620,611,617,608.895569,1502606
03-07-2018,617,644.650024,608.049988,640.400024,631.98822,5271600
04-07-2018,644.950012,648,623.799988,628.900024,620.639343,5043141
05-07-2018,632,637,623.099976,626.549988,618.320129,2127794
06-07-2018,624.900024,631,610.400024,612.5,604.454712,2514518
09-07-2018,616.849976,625,615,622.900024,614.71814,1462808
10-07-2018,626.599976,633.900024,620.150024,632.049988,623.747864,1872744
11-07-2018,626.299988,630.5,621.299988,625.299988,617.086548,1669583
12-07-2018,629.400024,636.700012,622.700012,633.349976,625.030762,2177684
13-07-2018,634,634,624.200012,626.700012,618.468201,1475306
16-07-2018,629.400024,636,611.150024,620.950012,612.793762,2211200
17-07-2018,621.900024,639.599976,620.099976,637.450012,629.076965,2228377
18-07-2018,640,644,625.099976,627.400024,619.158936,2348371
19-07-2018,629.799988,632.099976,606.150024,610.099976,602.086243,1424272
20-07-2018,614.950012,630,602.150024,625.799988,617.579956,2832150
23-07-2018,623.150024,637.299988,617.25,634.099976,625.770935,1553101
24-07-2018,633.950012,633.950012,624.5,627.349976,619.109619,1319369
25-07-2018,629,631,613.450012,623.900024,615.704956,1413265
26-07-2018,619,631.25,617.450012,627.849976,619.603027,3163498
27-07-2018,627.75,641.900024,625.900024,636.200012,627.843445,1508269
30-07-2018,633,636.25,628,634.299988,625.968323,990056
31-07-2018,636.950012,647,628.099976,641.349976,632.92572,2469759
01-08-2018,641,641.549988,635,639.150024,630.754639,2411436
02-08-2018,635,651.900024,633.049988,638.5,630.11322,3974559
03-08-2018,640.950012,647.599976,639,641.049988,632.6297,1530339
06-08-2018,647,648.799988,635.299988,637.950012,629.570435,2716402
07-08-2018,642.900024,642.900024,627.099976,629.450012,621.182068,2414266
08-08-2018,629,645.450012,623.599976,632.549988,624.241333,4121062
09-08-2018,649,662.5,616.700012,619.150024,611.017334,9996909
10-08-2018,624.950012,628.5,614.5,621.049988,612.892395,3168280
13-08-2018,622,631.549988,619.200012,628.299988,623.056885,2374657
14-08-2018,629.099976,647,624,642.75,637.38623,2451003
16-08-2018,644.700012,660,634.25,648.349976,642.939514,3925549
17-08-2018,650.049988,655.5,643.700012,646.900024,641.501648,2915387
20-08-2018,649.900024,653.5,642.400024,643.849976,638.477112,1296664
21-08-2018,647.900024,654.450012,644,650.25,644.823669,1981523
23-08-2018,653.450012,665,652.700012,657.950012,652.459412,2891829
24-08-2018,658,658,645,651.200012,645.765808,1904031
27-08-2018,653,662.5,648.200012,659.599976,654.095642,1381724
28-08-2018,662,677.5,644.650024,648.299988,642.889954,5237362
29-08-2018,650,653.650024,640,643.5,638.130005,1891523
30-08-2018,645,651.900024,640.5,649.450012,644.030396,2124122
31-08-2018,649.549988,664,649.549988,662.150024,656.62439,3056580
03-09-2018,665.5,671.200012,646.599976,649.099976,643.683289,1971733
04-09-2018,649.799988,655,638.400024,643.900024,638.526672,2249087
05-09-2018,645.049988,650.900024,637.200012,646.549988,641.154541,2542543
06-09-2018,651,664.700012,647,662.099976,656.574768,2841096
07-09-2018,663.849976,669.5,656.299988,664.75,659.202637,2431363
10-09-2018,665,678,664,668.049988,662.475098,3453432
11-09-2018,670.099976,675,650.599976,654.900024,649.434937,3399042
12-09-2018,654.900024,662,643.25,656.450012,650.971985,3302191
14-09-2018,664,670,659.049988,666.400024,660.838928,1512857
17-09-2018,673,673,660.400024,664.900024,659.35144,2220455
18-09-2018,665,673,660.599976,663.700012,658.161438,1814726
19-09-2018,668,678.450012,645.75,660.599976,655.087341,3043018
21-09-2018,668,671.549988,638.400024,653.200012,647.749084,2276641
24-09-2018,662,668.950012,640.799988,645.599976,640.212463,2766326
25-09-2018,644,665.799988,643,661.75,656.227722,2295464
26-09-2018,664.450012,675.25,656,672.799988,667.185486,2131833
27-09-2018,675,677,655.950012,659.349976,653.847717,3433359
28-09-2018,659.349976,663,647.200012,654.049988,648.59198,1862405
01-10-2018,653.049988,659,643.5,654.150024,648.691162,1309530
03-10-2018,650,663.950012,650,654.549988,649.087769,1533990
04-10-2018,650.099976,654.650024,632.099976,638.400024,633.072632,1736407
05-10-2018,635.299988,649.549988,631,636.650024,631.337219,1806150
08-10-2018,636.599976,642.650024,628.450012,638.799988,633.469238,1564640
09-10-2018,639.5,643.099976,625.25,639.349976,634.014648,1535781
10-10-2018,639.349976,651,633.299988,639.599976,634.262512,1881053
11-10-2018,627.5,633.799988,613.049988,616.200012,611.057861,1707508
12-10-2018,620,627.200012,612.599976,622.900024,617.701965,2085360
15-10-2018,623,649.799988,618.049988,647.849976,642.443726,2666868
16-10-2018,647.849976,651.650024,637.349976,639.75,634.411316,1510216
17-10-2018,644.900024,646,637,640.450012,635.105469,1280980
19-10-2018,640.299988,645.549988,626.099976,633.799988,628.510925,2267774
22-10-2018,635.200012,640.650024,626.849976,629.650024,624.39563,1399755
23-10-2018,628.799988,632,616,622.349976,617.156494,1370461
24-10-2018,625.5,635,615.599976,621.299988,616.115295,987144
25-10-2018,618.549988,624,605.150024,609,603.917908,5739386
26-10-2018,609.200012,612.349976,598.650024,603.700012,598.66217,1935618
29-10-2018,602.349976,638.200012,601.450012,635.150024,629.849731,1614423
30-10-2018,636,636.700012,608.099976,610.349976,605.256653,2418471
31-10-2018,612,631.75,606.299988,629.25,623.998901,2305046
01-11-2018,630,631.950012,614,615.400024,610.264526,1442392
02-11-2018,619.950012,619.950012,605.5,607.099976,602.033691,1566053
05-11-2018,607.400024,617.5,557.099976,563.049988,558.351318,12941350
06-11-2018,555,555,527.349976,530.799988,526.370483,16941828
07-11-2018,536,536,532.099976,533.349976,528.899231,698244
09-11-2018,535.5,535.799988,524,526.950012,522.552612,6125274
12-11-2018,530,541.900024,529.049988,531.849976,527.411682,7669697
13-11-2018,534,534,526.5,528.099976,523.692993,2410643
14-11-2018,530.599976,532.599976,517,519.549988,515.214417,2740756
15-11-2018,521.900024,525,514.450012,519.150024,514.817749,2661535
16-11-2018,521.700012,534,521.099976,530.599976,526.17218,3483625
19-11-2018,535,536,523.950012,528.25,523.841736,1913914
20-11-2018,528,529.849976,518.650024,520.700012,516.354797,1707971
21-11-2018,522.799988,528.049988,521.299988,522.150024,517.792664,1749806
22-11-2018,523,525,511.75,517.950012,513.627686,2045318
26-11-2018,520,523.75,512.799988,522.099976,517.743042,1728468
27-11-2018,526,526.950012,513.049988,517.650024,513.330261,2100159
28-11-2018,519.200012,523.950012,513.599976,515.299988,510.999847,2003272
29-11-2018,518,526.400024,516,524.700012,520.321411,2799578
30-11-2018,528,542,527,540.849976,536.336548,3855382
03-12-2018,542,545.400024,534.099976,535.799988,531.328796,2033213
04-12-2018,536,549,535.049988,546.450012,541.889893,3400053
05-12-2018,546,548.900024,525.299988,528.450012,524.0401,2192065
06-12-2018,528,528,511,515.299988,510.999847,2562048
07-12-2018,520,530.650024,512,513.599976,509.313995,3503808
10-12-2018,509.899994,514.849976,503.100006,512.549988,508.272766,2201377
11-12-2018,503,523.950012,503,518.700012,514.371521,2326059
12-12-2018,522.900024,534.299988,521.099976,531.299988,526.866333,1683131
13-12-2018,532,533.799988,519.200012,527,522.602173,2234487
14-12-2018,528.349976,533.799988,516.650024,521.75,517.395996,1950888
17-12-2018,524,529.349976,520.700012,523.650024,519.280212,1196871
18-12-2018,524,527,520.049988,522.900024,518.536438,1628240
19-12-2018,524,528.599976,522.549988,524.75,520.370972,1241000
20-12-2018,523.700012,526,515.400024,520.25,515.908569,2074097
21-12-2018,521,523.950012,514.299988,516.650024,512.338623,1758710
24-12-2018,518.799988,520.799988,513,518.799988,514.470581,1214348
26-12-2018,515.599976,519,507.299988,514.299988,510.008148,1318560
27-12-2018,518.900024,521,514,517.900024,513.578186,1351636
28-12-2018,514.299988,525.349976,514.299988,522,517.643982,1933464
31-12-2018,522,526,517.200012,519.5,515.164795,1897948
01-01-2019,520,524,518.650024,523.049988,518.685181,1361809
02-01-2019,521.900024,522.5,513.150024,514.549988,510.256104,1243067
03-01-2019,516.5,520.5,511.200012,512.400024,508.124054,2086150
04-01-2019,513,514.900024,508.049988,512.799988,508.520691,1651456
07-01-2019,516,517.75,510.299988,514.049988,509.760254,1168002
08-01-2019,516,517.200012,511.25,513.650024,509.363647,1765015
09-01-2019,515.549988,516.75,507.5,510.100006,505.843231,1929305
10-01-2019,509,514.900024,509,513.25,508.966949,1252439
11-01-2019,513.400024,519,508.25,510.200012,505.942413,2051418
14-01-2019,510.200012,514,505.600006,511.950012,507.677795,1472415
15-01-2019,514.5,515.349976,509.5,514.950012,510.652802,1177377
16-01-2019,515,515.950012,509,511.5,507.231537,1446921
17-01-2019,512.5,514.950012,507.600006,509.600006,505.347412,1598184
18-01-2019,510.200012,513,507.299988,509.399994,505.149078,1502360
21-01-2019,510,514.200012,508.200012,509.25,505.000305,1150380
22-01-2019,510,511.399994,502.450012,507.100006,502.868286,1455953
23-01-2019,510,511.700012,507.100006,509.299988,505.049896,1358623
24-01-2019,510,510.700012,496.100006,500.700012,496.521667,1620195
25-01-2019,502.100006,508.600006,501.350006,507.649994,503.413666,1193442
